id	text	misogynous	misogyny_category	target
2871	When you're trying to enjoy a nice date but your boyfriend won't stop texting you and interrupting it https://t.co/g2ZGvzDOed	0	0	0
2872	'There's no greater satisfaction than knowing you did it yourself' -me when someone asks me for help	0	0	0
2873	Co worker- happy hump day! Me- https://t.co/FgLqvnMhFf	0	0	0
2874	What really happens when you send her a dick pic https://t.co/1Hf2qIpTG4	0	0	0
2875	When all your friends are out hoe'in and you're stuck at home in a shitty relationship https://t.co/X9oz1Tx7TC	0	0	0
2876	When you lose the shoot out so you start a new one https://t.co/MYjGztHuuw	0	0	0
2877	When you're having a conversation with someone, not listening and just don't care https://t.co/TMndzb8QUc	0	0	0
2878	Friend- any plans for the weekend? Me- https://t.co/ubhL9ABWCz	0	0	0
2879	People that know I'm blacked out drunk and still continue to text me are the real MVP	0	0	0
2880	People that ask me to do things are the worst kind of people	0	0	0
2881	When you're looking at pictures from last night to see who stopped by cause you were blacked out	0	0	0
2882	Friend- do you wanna be buried or cremated? Me- https://t.co/uQSTSW8FTW	0	0	0
2883	Be the star of your own reality show... Be obsessed with yourself	0	0	0
2884	You could never comprehend the way my brain works	0	0	0
2886	I wish I could have all the money I've spent on alcohol back... But still have had all of the alcohol too	0	0	0
2887	Her- don't I give the best head? Me- https://t.co/8XQVoDtB3V	0	0	0
2888	When life gives you lemons just go masturbate and take a nap	0	0	0
2889	I find great peace in knowing at the end of the day, I'm the only one I truly trust	0	0	0
2890	If you say 'bae' to me, I assume you're talking about my Big Ass Erection cause I'm not 12 and that word is dumb	0	0	0
2891	Prince think he slick AF... He got everyone out here fooled https://t.co/ZBbCxSWKVq	0	0	0
2892	Don't ever apologize for knowing your worth... Even if you're worthless	0	0	0
2893	Person- how are you always so happy Me- https://t.co/icBW3uCUD7	0	0	0
2894	It's very weird to me how I can be so in love with myself and just as disgusted with myself at the same time	0	0	0
2895	Me trying to flirt- I wanna eat your hot pocket	0	0	0
2896	Friend- how are you so carefree living a life of drinking, drugs and unprotected sex with complete strangers? Me- https://t.co/ZAtn41RntL	0	0	0
2897	If her bio quotes a meme she fucks on the first date	0	0	0
2898	@kstad_rn you should date me then... But I don't date	0	0	0
2899	Me- so what are you into? Her- https://t.co/xjqTepfeMQ	0	0	0
2900	Me trying to flirt https://t.co/981dEpUrQV	0	0	0
2901	When you wake up and the random didn't sneak out in the middle of the night https://t.co/xvBHsI1Xse	0	0	0
2902	'Can this day get any worse' -me waking up	0	0	0
2903	I can tell when your relationship is going well cause I don't hear from you	0	0	0
2904	When you find a bag of drugs on the ground https://t.co/j8JcFgLCHP	0	0	0
2905	If I watch your snap story, just know it because I'm bored AF... I really don't care about you or your life	0	0	0
2906	Pro Tip- Fuck your followers	0	0	0
2907	You spelt penis wrong https://t.co/K6qIazcDY3	0	0	0
2908	How I sleep after getting off https://t.co/AZj5YpGsXH	0	0	0
2909	Same 😘😘😘😘 https://t.co/Q3M34viHKL	0	0	0
2910	Me and all my friends hate everyone... I sometimes wonder how we became friends	0	0	0
2911	A lot of people make me laugh, very few make me smile	0	0	0
2912	Blocking people is my cardio	0	0	0
2913	Pro Tip- Stop trying to appeal to my feelings, I don't have any	0	0	0
2914	I just got a ticket but in my defense I didn't want to	0	0	0
2915	I don't have to smile, my emojis do that for me	0	0	0
2916	@Snowgordon gotta pay the bills bruh	0	0	0
2917	When they REALLY don't want you to advertise 😂😂😂 https://t.co/r8LlzOk6ZZ	0	0	0
2918	I have no shame bruh, none at all https://t.co/LPOP5r2JMi	0	0	0
2919	There it is! 😂 https://t.co/DI1RnOOOam	0	0	0
2920	When someone online tries to come at me and thinks I care... https://t.co/3ag1u1elsY	0	0	0
2921	I love the pussy pics I get all day long on snap but when I get sent a dick pic, I block for 'inappropriate snaps' Does that make me sexist?	0	0	0
2922	When you get your ex as your waitress https://t.co/vN1DLRckDX	0	0	0
2923	Walking around with a half hard dick all day is a really good look on me	0	0	0
2924	I have an organic protein shake for you 😘 https://t.co/p1M4ngnWB2	0	0	0
2925	Do you know what they do to rapists in jail, dumbfuck? lol have fun https://t.co/tqs1pzyK9E	0	0	0
2926	@valentinaveshi thank you 😘	0	0	0
2927	If I make your day, you should see what I could do to your night 😌 https://t.co/GyHTNH6n8T	0	0	0
2928	RT @valentinaveshi: @Yourfuckboy1 I am flattered tbh. I got an orgasm just by thinking of it you really are good at this.	0	0	0
2930	RT @valentinaveshi: It's not her fault that your dick is extra special. It makes people daydream ya know? xp https://t.co/fdNsjTRtag	0	0	0
2931	If you won't wash down your Plan B with my cum, you're not the girl for me	0	0	0
2932	Relationships are like hangovers... They make me miserable AF	0	0	0
2933	When your phones at 3% but you're about to get laid... https://t.co/Zeeo339vrq	0	0	0
2934	Her- send me a dick pic Me-*sends dick pic* Her- that's photoshopped Me- https://t.co/AWKO4mEG5X	0	0	0
2935	When you realize tomorrow is Monday https://t.co/nIO6Qs5NY4	0	0	0
2936	Pro Tip- Stop thinking you are special... You in fact are not	0	0	0
2937	I'm guessing the last guy she trusted gave her herpes... https://t.co/ll446hj6by	0	0	0
2938	Fish tacos 😛 https://t.co/spmXFclMkx	0	0	0
2939	When someone ugly tells you they're out of your league https://t.co/B0usHtGGzR	0	0	0
2940	When you're almost 30 and have run out of options... https://t.co/nmanGYfqTD	0	0	0
2941	When you're toasting your boy but you see your girl checkin a text https://t.co/O7E240Vgjr	0	0	0
2942	My whole life is a bunch of awkward situations strung together by alcohol	0	0	0
2943	When someone spends money copyrighting their shitty memes that no one would steal if you asked them to https://t.co/uVtSZMzp7G	0	0	0
2944	Playing Mr. nice guy will get you nowhere but home alone rubbing one out. Man up, cupcake	0	0	0
2945	Her- so what do you do for fun? Me- https://t.co/Ht22oFLqv2	0	0	0
2946	RT @themeredith: That awkward moment when you're on a date and 'Daddy YFB' texts you...and your phone is face up on the table...@Yourfuckbo…	0	0	0
2947	I'm just gonna leave this here.... https://t.co/G0ORAkB7df	0	0	0
2948	When you wanna eat your own ass https://t.co/HWwB7DafQm	0	0	0
2949	The 2016 savage award goes to this man https://t.co/FFa6Fw9y3r	0	0	0
2950	'Y'all are fucked up man. You wouldn't be doin this shit if I was white!' https://t.co/HhsCF2rHCJ	0	0	0
2951	Seen it many times. Hair brushes too https://t.co/yGPJNmMz7g	0	0	0
2952	@themeredith the man is a legend in my mind 😂	0	0	0
2953	When you let a squirter sit on your face https://t.co/TZY98mInQ4	0	0	0
2954	All summer 16 https://t.co/tGQcT8CrAq	0	0	0
2955	I'm too old for games... We either fuckin or we not... Either way, it's your loss or your gain... IDGAF either way	0	0	0
2956	My mouth stays shut... I cut people off for reasons they may never be smart enough to figure out	0	0	0
2957	When you see your friend that's in prison posting on Facebook... https://t.co/xvuC20qiFQ	0	0	0
2958	Me when I go anywhere, ever https://t.co/yuxIhSkpyJ	0	0	0
2959	My only goal in life is to fuck at least 1 follower from each social media platform... Twitter is the only 1 left... @themeredith your move	0	0	0
2960	Should I give you my number? https://t.co/YTdMFZwCdl	0	0	0
2961	HAHAHAHAHAPLEASEKILLMEHHAHAHAHHAHAHAHAHA 😫 https://t.co/FthUhJjMrm	0	0	0
2962	@_lextacyyy only when drunk or in bed... But I'm always drunk	0	0	0
2963	RT @taxo__: When it's Friday &; you're feeling kinda Thugish💂🏼 https://t.co/iCJJNtfnYb	0	0	0
2964	@fuck________off it must have been cause I didn't get it	0	0	0
2965	@fuck________off how's that?	0	0	0
2966	@fuck________off well what is your sc	0	0	0
2967	I say 'I do' a lot for someone that would never say I do...	0	0	0
2968	One week into 'he cut you off and chill' got you like... https://t.co/Y255LSP4KY	0	0	0
2969	Do you ever just wanna lose your shit on someone for no good reason other than the fact that they exist? Cause same	0	0	0
2970	Well it's a mystery to me too https://t.co/PDMgmgL8DB	0	0	0
2971	When you're daydreaming about the dick you're gonna get later https://t.co/J7N9GWdakh	0	0	0
2972	I can find humor and a silver lining in any situation, that's why I live an amazing life... You should try it	0	0	0
2973	You don't have haters, people just hate you, dumb dumb	0	0	0
2974	When she knows just what to get you for Father's Day... https://t.co/tCBhkfCkT9	0	0	0
2975	Me- cusses out person for driving the wrong way in a parking lot Also me- drives wrong way in a parking lot	0	0	0
2976	Me when people take a post too seriously and I'm reading their butt hurt comments https://t.co/D6HrPpScxp	0	0	0
2977	When your best friend gets out of that relationship and you finally have your hoe'ing partner back https://t.co/r7INj9LPsG	0	0	0
2978	I hate it when people say they're never gonna talk to me again... And then they do...	0	0	0
2979	The 'I cheat on his ass' starter app https://t.co/k5gHJKlAjT	0	0	0
2980	People that force me to be brutally honest to their face are the best... Like yo you did this to yourself, fam	0	0	0
2981	'You're the only one I'm talking to' https://t.co/Q6TLGRberM	0	0	0
2982	When you send nudes in public knowing people can see cause you know your shit is A1	0	0	0
2983	RT @SantinaDiMaggio: You don't need to explain your happiness to anyone.	0	0	0
2984	My rotation is like a revolving door	0	0	0
2985	When you're on a first date and they're already too clingy and touchy feely https://t.co/A5eReObkAr	0	0	0
2986	When you do finally give up and start buying them cats at least you won't have to drink alone, loser https://t.co/tcC03fZvSm	0	0	0
2987	If I invite you over to take shots, this is what you can expect https://t.co/6foauUxkY0	0	0	0
2988	If you really wanna know what someone you're fucking thinks about you, make them show you how you're stored in their phone...	0	0	0
2989	'Oh you're dating someone now?' https://t.co/5HjdmkXori	0	0	0
2990	When I send girls the videos we made https://t.co/azjiaa2Ts2	0	0	0
2991	When bae gives you a warm welcome home https://t.co/uBbuiBR7Qd	0	0	0
2992	Pro Tip- Never go down on someone that has food poisoning	0	0	0
2993	Shoutout to Rihanna for writing my theme song 'Sex With Me'	0	0	0
2994	'How do you live with yourself?' https://t.co/gdY4lPtVI5	0	0	0
2995	Life's too short to be giving people second chances	0	0	0
2996	How I feel when I'm drunk at the bar buying everyone shots https://t.co/Opm6ccZylT	0	0	0
2997	Shoutout to me for making the worst decision of my life 🙌🏼	0	0	0
2998	I wonder who the first person to think of a sewage system was... I mean there must have been shit everywhere	0	0	0
2999	When your friend owes you money and they're taking a little too long to pay you back https://t.co/wReKiIdH0c	0	0	0
3000	When you're at the point of drinking just to stay awake but then you blackout and pass out during sex anyway	0	0	0
3001	Ego's bruise harder than any belt ever could	0	0	0
3002	He just kept screaming 'is it too late now to say sorrrrry?!' https://t.co/6XU2qMmkuZ	0	0	0
3003	Your hoes vs my hoes https://t.co/H6Xe6jQY6u	0	0	0
3004	Me- refuses to answer anyone's phone calls Also me- infuriated when people don't answer my phone calls	0	0	0
3005	Same. We really are soulmates... Dumb AF but soulmates nonetheless 🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃 https://t.co/ZwXTny02jj	0	0	0
3006	I don't run from my problems, I laugh at them and act like they don't exists like a normal human being	0	0	0
3007	I'm unfollowing, I don't need this kind of negativity in my life https://t.co/bgdVSrGilU	0	0	0
3008	My whole life is one big sexual innuendo	0	0	0
3009	When your phone goes dry for more than 2 1/2 minutes https://t.co/SY8xAFCtUU	0	0	0
3010	When you finally lose all respect for someone so you decide to fuck them and ruin their life just for fun lol	0	0	0
3011	Idk why people tell me their problems... All I do is repeatedly ask 'why' like a 4 year old that's not getting his way... Then I laugh	0	0	0
3012	@queensoverbitch 😭😭😭😭😭	0	0	0
3013	@queensoverbitch I like Twitter cause we're so irrelevant here that no one pays attention to us 😫😂	0	0	0
3014	Merica AF 💪🏼 https://t.co/4AQOWUssSq	0	0	0
3015	Me flirting- So tell me about your father...	0	0	0
3016	Me flirting- Tell me about your father... Start at the part when he left... https://t.co/xRWJiz0gKU	0	0	0
3017	Shoutout to me for being fucking AWESOME	0	0	0
3018	Me trying to flirt- Hey cum dumpster, wanna fuck?	0	0	0
3019	Anytime someone snapchat calls me I assume it was an accident... Cause as a human being you should know that's not what phones are for	0	0	0
3020	When your Mexican friend texts you 'viva la Mexico' on the 4th of July https://t.co/cH6Jrqmx2K	0	0	0
3021	Wearing extensions around me is as dumb as wearing panties around me... They both getting ripped off of you	0	0	0
3022	Shoutout to everyone accidentally blowing fingers off on video today so we can all have a good laugh tomorrow... Y'all patriotic AF	0	0	0
3023	When your inner unicorn is showing https://t.co/HY6MK3hMxf	0	0	0
3024	When you just stuffed your fucking face and the waiter asks you if you want dessert https://t.co/5XNoVIOZpL	0	0	0
3025	When you're on a date with someone that won't stop talking about their ex https://t.co/mKfGcsvUir	0	0	0
3026	Pathetic is not attractive	0	0	0
3027	RT @Scouse_ma: 😂😂😂 https://t.co/ueBm0enQzH	0	0	0
3028	RT @T_Bonezzz_: My signature move is out of your life.	0	0	0
3029	After we've had sex once https://t.co/LpXDbTkLQX	0	0	0
3030	And people with ugly faces should wear masks https://t.co/NduTR125v1	0	0	0
3031	*cough cough* loser https://t.co/rRDUZpaPbs	0	0	0
3032	When you get to the liquor store with 2 minutes till closing and they're locking the door https://t.co/EcPZKhGS9Z	0	0	0
3033	When you think you finally found the one, then you find out he cries after he cums https://t.co/YVplrt2C8j	0	0	0
3034	Friend- it's been a long time, what have you been up to? Me- https://t.co/uxlGtLRo4A	0	0	0
3035	When your pathetic ex finally dies https://t.co/lnIDW2t1x0	0	0	0
3036	If you only knew what your name is in my phone. 😈	0	0	0
3037	Me- I read this article about it Also me- I really just read the headline and made up the rest	0	0	0
3038	Ever been so hungover that your stomach feels like it's eating itself	0	0	0
3039	How I feel when I buy a round of shots https://t.co/lrYT4GqRHD	0	0	0
3040	@SantinaDiMaggio but seriously, the silver looks sexy AF and like very easy access to give you your birthday spankings 😘	0	0	0
3041	@SantinaDiMaggio good girl	0	0	0
3042	Do you ever look at certain people and think, if I ever look like that just kill me	0	0	0
3043	Do you ever see people in your feed and think 'lol I fucked you'	0	0	0
3044	When you're high AF on FaceTime tuning out a friend that ranting and you tap the screen to see when the video is going to be over	0	0	0
3045	Mood GO HOME AND GET YA FUCKIN SHINE BOX	0	0	0
3046	How to kidnap me https://t.co/Q46Xocec8k	0	0	0
3047	Friend- I'm getting married Me- https://t.co/hzRDvjRHJU	0	0	0
3048	Don't text these hoes... If you're doing your job right they'll text you when you're needed	0	0	0
3049	Thems the rules https://t.co/wzIxnA6BCA	0	0	0
3050	You ever look at someone and think 'yeah Ima fuck you'	0	0	0
3051	RT @valentinaveshi: My kind of Pokemon presented by the best: @Yourfuckboy1 https://t.co/lJ68uo0xrG	0	0	0
3052	When your selfie game is weak AF https://t.co/Q7lwtaWRxG	0	0	0
3053	When his dick game is garbage but his mouth game is fire AF https://t.co/kLB5844oPj	0	0	0
3054	Yeah, I text back in a timely manner... I'm about getting laid not playing games	0	0	0
3055	When you stick it in the wrong hole on 'accident' https://t.co/KHAxEv48Bb	0	0	0
3056	Talent- Meeting up with complete strangers for sex	0	0	0
3057	When it goes from 'you gotta wear a condom' to 'just don't cum in me' https://t.co/tA6EvK1vSF	0	0	0
3058	Friend- she's cool, you should keep this one around Me- https://t.co/Ii4QYJolR9	0	0	0
3059	@themeredith 💀💀💀	0	0	0
3060	RT @themeredith: 'You know, the thing is...we ate drugs so...' -my basic excuse for not doing things	0	0	0
3061	When the gut rot kicks in after a long weekend of drinking https://t.co/DltmhryxtZ	0	0	0
3062	When you forget to finish contouring https://t.co/b5z1mqeZU1	0	0	0
3063	Sometimes I just wanna crash into psychic reading places and ask them if they saw that coming...	0	0	0
3064	When you're leaving the dick appointment and it was fire AF https://t.co/SN59E3Fzya	0	0	0
3065	Plastic surgeon- what can I do for you, Khloe? Khloe- just make me less ugly Plastic surgeon- say no more, fam https://t.co/MaCLGFw5Mf	0	0	0
3066	@taxo__ @Scouse_ma 😂😂😂😂	0	0	0
3067	I wanna care sometimes, but this 'fuck it, who cares' attitude is too strong	0	0	0
3068	Idk how to feel about the tweet that followed this 🤔 https://t.co/93VeLIGIrR	0	0	0
3069	The savagery https://t.co/OMpWNvbUoA	0	0	0
3070	I just want a bank account as strong as that chair https://t.co/z0SjeHSGhT	0	0	0
3071	I just saw a bird fuckin another bird and when they were done they both flew in totally opposite directions... This best sums up my sex life	0	0	0
3072	@fuck________off my age but wishes she was younger	0	0	0
3073	You'd have to ask @instagram cause they have yet to respond to me https://t.co/Fe3J4jPO66	0	0	0
3074	@adprovost10 😭😭😭😭 nah man	0	0	0
3075	You ever be talkin to someone that you really wanna fuck, then they say one thing and all of the sudden you have no desire to fuck at all?	0	0	0
3076	Don't try to show off in front of girls by trying to talk down to other men... It comes across as pathetic...	0	0	0
3077	When you know your worth... https://t.co/RxKr2noOwI	0	0	0
3078	The real key to life is staying ahead of the game	0	0	0
3079	If he likes cheese on his pizza, he's an asshole. 🍕	0	0	0
3080	Pokemon go is quite in fact the real walking dead	0	0	0
3081	When you see someone you know on tinder so you super like them and they never talk to you again 😐	0	0	0
3082	Vodka is my spirit animal	0	0	0
3083	You ever be drivin and briefly forget where you are, where you're going, how you got there, who you are or why you're alive? Cause same	0	0	0
3084	@ayeeetippp same AF	0	0	0
3085	I'm voting for Marion Barry for president... That's right, a dead crackhead is a better choice than what's being offered	0	0	0
3086	50 years after you decided you'd never try anal... https://t.co/Ex0fNhFa3T	0	0	0
3087	@instagram is like the Donald Trump of social media sites the way they're just purging pages for no apparent reason	0	0	0
3088	The 'I can't get a date so Ima just take one' starter pack https://t.co/sGd8AMm2LH	0	0	0
3089	RT @themrsqueenbee: I'm just a materialistic narcissist who enjoys a life of leisure. 🕶	0	0	0
3090	Might thrown a coffee in with it 😇 https://t.co/u6Us8yDSv8	0	0	0
3091	Snapchat updates their app and it becomes amazing.. Instagram updates their app and it goes to complete fucking shit https://t.co/WhEbXuF66v	0	0	0
3092	RT @taxo__: Her:I don't get what u want outta this relationship Him:Well, I was only looking for a bj but u kept coming back https://t.co/l…	0	0	0
3093	@instagram ok guys, jokes over... We all had a good laugh, you can give me my account back now 🤗	0	0	0
3094	When you and your girlfriend are so close that you're best friends.. So much so that you just wanna tell her about the other girls ur fuckin	0	0	0
3095	Yes they did https://t.co/wbXaXUKaoV	0	0	0
3096	@twodudesinapool @instagram one bs template email but nothing solid. This is my 5th deletion	0	0	0
3097	@twodudesinapool @instagram it's absolutely ridiculous especially after jumping through hoops to get it back last time	0	0	0
3098	Pokemon Gooooooo fuck yourself	0	0	0
3099	The evolution of a Kardashian https://t.co/HOXT9lsXsK	0	0	0
3100	When you and your friends are discussing Instagram's great purge of 2016, wondering who's gonna be next https://t.co/me5ydanJ8a	0	0	0
3101	The best way to stay off the grid is by posting about it https://t.co/05zkz1wAam	0	0	0
3102	Me flirting- So how do you feel about abortion?	0	0	0
3103	When someone tries to correct my grammar https://t.co/Hjiq7gONyy	0	0	0
3104	Yeah last week. Using @ your_fuckboy_ for now https://t.co/TtLECarkZo	0	0	0
3105	Idk who these things are or why they're popular all of the sudden... And that's my meme about that https://t.co/qpznqPh5rT	0	0	0
3106	I mean... You got one from me and I don't ever do that so.... 😘 https://t.co/9vQZkzo4x1	0	0	0
3107	Sending you one now 😘 https://t.co/f82ffWWvWX	0	0	0
3108	My refrigerator is filled with nothing but organic fruits and vegetables and alcohol, cause life is all about balance	0	0	0
3109	I never realize how long a minute actually is until I get stuck listening to a minute long voice memo about a bunch of shit idgaf about	0	0	0
3110	When she's rockin roast beef so you decide to play with it https://t.co/xECz1LJVpW	0	0	0
3111	When they won't stop talking about their ex on a first date https://t.co/bMaUCwnx45	0	0	0
3112	@KimmyK02 none	0	0	0
3113	If your man has an android, you're allowed to cheat on him	0	0	0
3114	My life was really headed in the right direction before I started drinking... At the age of 10...	0	0	0
3115	Instagram tryin to be like snapchat is about as pointless as their 'help center' have a fucking seat IG	0	0	0
3116	Maybe Instagram will copy Twitter and go back to chronological order...	0	0	0
3117	Me trying to make it through life https://t.co/3KciOBMgLZ	0	0	0
3118	I'm gonna put that SC butterfly filter around the head of my dick so y'all can see how stupid you look 🤗	0	0	0
3119	When you've just gotten married, realize you're stuck with this asshole for life https://t.co/PUCfxKMV3N	0	0	0
3120	The list of people I'm going to kill when the 2017 First Annual Purge ensues https://t.co/C9eAyB70Gi	0	0	0
3121	Thank you babygirl 😘 https://t.co/OjyMa1eDZm	0	0	0
3122	Best gift ever 😘 https://t.co/xdZL6RVWLU	0	0	0
3123	When she says she only dates black guys https://t.co/sRVduKYg6L	0	0	0
3124	@keef1985_ excuse me, cupcake?	0	0	0
3125	@Vaughan1878 I wouldn't put my wm on it if I didn't	0	0	0
3126	That's the original it came from. But I appreciate the fact that you think I would follow or steal from u. Sit down https://t.co/RV3Z6YlgyU	0	0	0
3127	@Vaughan1878 @keef1985_ I just posted the original but nice try	0	0	0
3128	@keef1985_ @Vaughan1878 idk buddy, I'm not a meme historian	0	0	0
3129	That's nothing new 🙄 https://t.co/lkXHwgSzK9	0	0	0
3130	When someone takes a post too seriously and writes an essay in the comments https://t.co/5I5Tgxnj3i	0	0	0
3131	When you go to take a sip and and spill it on your face... Like wtf hand, why you let me down like that, bruh	0	0	0
3132	Person- so what's your sign? Me- https://t.co/WgJk6eudX5	0	0	0
3133	This is the only time I feel safe leaving my phone face up https://t.co/iS4mSRY4sR	0	0	0
3134	Is it really indecent exposure if you have a magnificent penis? I thinks it's pretty decent exposure	0	0	0
3135	Beards... Getting ugly guys laid since the trend of 2015... https://t.co/isvQOAYqa5	0	0	0
3136	When you wake up in an ugly randoms bed with no recollection of how you got there and none of your clothes in sight https://t.co/YZF3yPHAiE	0	0	0
3137	If you've never had shit dick you probably have a small dick	0	0	0
3138	I legit have no respect for a sensitive man. Like I will emotionally destroy you.	0	0	0
3139	'Replaceable' best describes your life 🤗	0	0	0
3140	I only watch your snap story cause I know you'll text me	0	0	0
3141	When daddy leaves cute notes for you https://t.co/SfxgxFHOVy	0	0	0
3142	My bathroom vs your boyfriends https://t.co/jameGae0SU	0	0	0
3143	Me https://t.co/cgZaAbBQ8R	0	0	0
3144	If they keep making plans with you and something keeps 'coming up' don't be mad, it just means something better came along	0	0	0
3145	Me flirting- *pulls phone out* 'Look at my dick pic'	0	0	0
3146	When you finally catch the mutha fucka getting all your favorite IG accounts deleted https://t.co/bfRTpRrwTN	0	0	0
3147	When your finger fuck game strong AF https://t.co/g31LtazlTq	0	0	0
3148	Me- dear IG, I follow all of your guidelines, please reactivate my account IG- https://t.co/CYFVYXEDv6	0	0	0
3149	When you spend hours doing your makeup perfectly and bae cancels on you last minute https://t.co/LDOsPKovSz	0	0	0
3150	When you just got home from getting dicked down and now you gotta deal with your shrimp dick boyfriend https://t.co/KaV5GDqt0h	0	0	0
3151	Son- mom, how did you and dad meet? Mom- he had on gray sweats and his dick print was fleekin so I slid in his DM https://t.co/uCc4uH9yui	0	0	0
3152	When your friend says she's got the perfect girl for you https://t.co/4CBe8BhJuD	0	0	0
3153	When the lemonade stand didn't work out so you and the crew decide it's time to rob a bank https://t.co/V5C1pDBuGE	0	0	0
3154	When the rival lemonade stand starts stealin your business https://t.co/DgKBmpNEwX	0	0	0
3155	Whenever anyone asks me to do anything other than get drunk or have sex https://t.co/v4UVmCRzeq	0	0	0
3156	Roster reconfiguration season is coming up	0	0	0
3157	I don't like change in my life except for the people I sleep with	0	0	0
3158	I think it's clear who the best choice for president is.... Michael fucking Phelps	0	0	0
3159	The first time you get 100 likes on a post https://t.co/mYu0b6o4wp	0	0	0
3160	When she tells you she's allergic to latex https://t.co/UVPpGGzVRc	0	0	0
3161	If a guy doesn't have a psycho ex, then you know his dick game weak AF.	0	0	0
3162	RT @NorthWitch69: If you've spent the weekend riding strange dick, drink some green tea &; it doesn't even count. #HoeTips	0	0	0
3163	When you find your ex on tinder https://t.co/35UTO8JHVS	0	0	0
3164	A healthy amount of sperm https://t.co/Y1aPgCuink	0	0	0
3165	I didn't know dick was so fattening 🤔 https://t.co/gPDdV52ADJ	0	0	0
3166	I wish I was just as fascinated with important things in life as I am with those 360 degree videos on FB when I'm high	0	0	0
3167	When you're high AF trying to figure out where your life went horribly wrong https://t.co/U0t7nZ6IX5	0	0	0
3168	The best part about being me is that I'll never be like you	0	0	0
3169	Life Hack- There are people that use DM's to simply have convo's with friends... And here I thought it was only for nudes & to line up sex	0	0	0
3170	I hate when handicapped people park in regular spots... Who TF do they think they are?!	0	0	0
3171	@Scouse_ma 😭😭😭 you ain't shit	0	0	0
3172	If you find it necessary to message a complete stranger about your hurt feelings over a post... It might be time to log off the internet	0	0	0
3173	Talent- Knowing when to stroll away and not look back	0	0	0
3174	You ever just wanna cut off every single person in your life, get on a boat and sail into a whole new life? Cause same	0	0	0
3175	If you can't spell 'masturbate' right, we can't sext... I don't have time for that kind of negativity in my life	0	0	0
3176	Drake- I love you, we should date Rihanna the savage- https://t.co/kFXuM3HZmE	0	0	0
3177	When a baby won't stop crying so naturally you have to outdo the little shit https://t.co/GqFuZZuxSg	0	0	0
3178	I hate it when people ask me for a favor... I've never asked anyone for anything specifically so I don't have to do anything for anyone	0	0	0
3179	Some of y'all should stop posting stories before people realize how annoying and unfunny you really are... Fuck around and lose followers	0	0	0
3180	Me flirting- So how many filters you got on that thang	0	0	0
3181	When they tell you 'just be yourself' so you show them what a piece of shit you really are...	0	0	0
3182	Mi casa, su casa my house is a #HOE house!!	0	0	0
3183	If the issue is military rape, it's, 'What do you expect if men and women are sleeping in the same tents?' Then it's back to #NotAllMen. 3/8	0	0	0
3184	I understand the #NotAllMen impulse cuz I’m a white woman who didn’t vote for Trump. But the women of color who call out all WW are right.	0	0	0
3185	I know why men spout #NotAllMen. It erases their individuality. Suck it up boys. You've been denying women their individuality for ever.	0	0	0
3186	#Men, you want to treat women better? Here's a list to start with. https://t.co/4JAqpeeJkQ #notallmen #feminism #harassment	0	0	0
3187	Dear #NotAllMen, I invite you to be a part of the solution and not the problem. https://t.co/ncOBfnkEg3	0	0	0
3188	@VinceSchilling Have you gotten any #notallmen responses to this?;)	0	0	0
3189	@richardjgodwin being purposefully indignant just because YOU know how to use a microwave is the NOTALLMEN!! argume… https://t.co/Jz0wqNuYYX	0	0	0
3190	@RauniDee @FoopJohnson Fail equivalence. Again. This isn't notallmen, this is 'Do you think it's all Satanists?' to… https://t.co/dmMaqS0lRa	0	0	0
3191	@TFCGooner2 @Bluepurplerain @JayBeeGooner If you come into a thread all #notallmen you just confirm that we’re trash. Don’t be so fragile.	0	0	0
3192	@MartinBelam Maybe you could collectively subvert the #NotAllMen & start trolling them whenever one of these ‘think pieces’ pop up...?	0	0	0
3193	@cocksailor I mean some of you share with some men. Not me, of course. #NotAllWomen #NotAllMen	0	0	0
3194	I️ used to say #NotAllMen but let’s be real. If you being honest, men be trash in a number of ways. And what’s wild… https://t.co/KGuuy2GgtQ	0	0	0
3195	ppl started blowing up his mom's phone, telling her she was a bitch and whore and that they knew her son had stolen some grad's identity	0	0	0
3196	shoutout to the kid(s) who wrote on the dirt on my car saying I was a bitch and a whore :)))	0	0	0
3197	ALOT Of U Bitches Show Me Y'all Momma Raised A WHORE #OnGang	0	0	0
3198	Well damn😭. Bitch said dwarf women lmaooooo https://t.co/wxzUxeQ0Yf	0	0	0
3199	Bitch niggas get mad wen women tell em the truth they mama's was too pussy to say. Not my fault son 😒😒	0	0	0
3200	if you’re really gonna sit and bitch about women hating on men for raping and harassing them, please exit my life immediately and forever	0	0	0
3201	Plot twist: women do, in fact, like nice guys. Women do not like “nice guys” who call you a bitch for rejecting him after he was “nice.”	0	0	0
3202	Mr Shorter - scum bag posting things like this -FADEC ON LSE YOU ARE A CUNT - SON OF A WHORE #hnr	0	0	0
3203	DUAL Cunt WHORES 1 &amp; 2 by @Heel2toeaction https://t.co/DdrN0EOrlD @manyvids https://t.co/YAPiRWhjZQ	0	0	0
3204	How to Pronounce Whore Eyed Cunt ↺RT❤ https://t.co/Po6xHElOBO #	0	0	0
3205	Is this serial killer cunt whore for real? https://t.co/GC81dS66gU	0	0	0
